Inventory Item Details;;;;;;;;;;;;
شركة الكوب الاول;;;;;;;;;;;;
For the period 1 January 2025 to 31 December 2025;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Source;Reference;Contact;Description;Total;Unit Cost Price;Unit Sale Price;Value Movement;QoH Movement;Profit per Item;Revenue Account;Inventory Account
10 أبريل 2025;Payable Credit Note;7209;امر تحميص مستودع البن الاخضر;Natural Yirgocheffe Idido Gr.l(1kg) Eth24 (bags60k);(1,184.04);32.89;32.89;(1,184.04);(36.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
17 أبريل 2025;Payable Credit Note;7210;امر تحميص مستودع البن الاخضر;Natural Yirgocheffe Idido Gr.l(1kg) Eth24 (bags60k);(4,012.58);32.89;32.89;(4,012.58);(122.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
19 أبريل 2025;Receivable Invoice;INV-3541;مقهى مذاق لذيذ لتقديم المشروبات;Natural Yirgocheffe Idido Gr.l Eth24 (bags60k);(19,551.00);32.89;46.55;(13,813.80);(420.0000);13.66;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
28 أبريل 2025;Receivable Invoice;INV-3617;مؤسسة خطوات التحميص للتجارة;Natural Yirgocheffe Idido Gr.l Eth24 (bags60k);(5,880.00);32.89;49.00;(3,946.80);(120.0000);16.11;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
04 مايو 2025;Receivable Invoice;INV-3651;مقهى مذاق لذيذ لتقديم المشروبات;Natural Yirgocheffe Idido Gr.l Eth24 (bags60k);(5,586.00);32.89;46.55;(3,946.80);(120.0000);13.66;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
19 مايو 2025;Payable Credit Note;7213;امر تحميص مستودع البن الاخضر;Natural Yirgocheffe Idido Gr.l(1kg) Eth24 (bags60k);(6,183.32);32.89;32.89;(6,183.32);(188.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 سبتمبر 2025;Adjustment;Bulk Adjustment;;جرد 30/9 للبن الاخضر;0.00;0.00;0.00;0.00;0.0000;0.00;;635 - مخزون البن الاخضر
Total GB0146 -اديدو اخضر - Natural Yirgocheffe Idido Gr.l Eth24 (bags60k);;;;;(183,881.02);;;(142,019.02);(4,318.0000);116.63;;
Closing Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
;;;;;;;;;;;;
GB0147-  سيدامو بلو هورا اخضر - Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;181,172.40;5,644.0000;0.00;;
15 يناير 2025;Payable Credit Note;7200;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(3,531.00);32.10;32.10;(3,531.00);(110.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
02 فبراير 2025;Receivable Invoice;INV-3125;شركة جذور الجودة للتجارة;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(11,520.00);32.10;48.00;(7,704.00);(240.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
28 فبراير 2025;Receivable Invoice;INV-3412;موقع سلة Salla website;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(302.50);32.10;110.00;(88.28);(2.7500);77.90;203 - مبيعات المتجر الكترونى موقع سلة;635 - مخزون البن الاخضر
13 مارس 2025;Payable Credit Note;7206;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(2,343.30);32.10;32.10;(2,343.30);(73.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
14 مارس 2025;Receivable Invoice;INV-3366;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(2,880.00);32.10;48.00;(1,926.00);(60.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
27 مارس 2025;Payable Credit Note;7108;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(240.75);32.10;32.10;(240.75);(7.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 مارس 2025;Adjustment;Quantity Decrease;;جرد 29/3/2025 لمخزون الأخضر;(184.58);32.10;0.00;(184.58);(5.7500);0.00;;635 - مخزون البن الاخضر
05 أبريل 2025;Receivable Invoice;INV-3480;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(8,640.00);32.10;48.00;(5,778.00);(180.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
10 أبريل 2025;Receivable Invoice;INV-3522;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(8,640.00);32.10;48.00;(5,778.00);(180.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
17 أبريل 2025;Payable Credit Note;7210;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(1,155.60);32.10;32.10;(1,155.60);(36.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
20 أبريل 2025;Receivable Invoice;INV-3570;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(11,520.00);32.10;48.00;(7,704.00);(240.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
29 أبريل 2025;Receivable Invoice;INV-3616;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(11,520.00);32.10;48.00;(7,704.00);(240.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
07 مايو 2025;Receivable Invoice;INV-3662;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(14,400.00);32.10;48.00;(9,630.00);(300.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
14 مايو 2025;Receivable Invoice;INV-3700;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k)  5خياش;(14,400.00);32.10;48.00;(9,630.00);(300.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
19 مايو 2025;Payable Credit Note;7213;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(3,113.70);32.10;32.10;(3,113.70);(97.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
19 مايو 2025;Payable Credit Note;7213;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k) قهوة سعودية;(240.75);32.10;32.10;(240.75);(7.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
20 مايو 2025;Receivable Invoice;INV-3744;مقهى اناقة البن لتقديم المشروبات;"Natural Sidomo Gr.l BULE HORA Eth24 (bags60k)
5خياش";(14,400.00);32.10;48.00;(9,630.00);(300.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
27 مايو 2025;Receivable Invoice;INV-3779;مقهى اناقة البن لتقديم المشروبات;"Natural Sidomo Gr.l BULE HORA Eth24 (bags60k)

(5خياش)";(14,400.00);32.10;48.00;(9,630.00);(300.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
09 يونيو 2025;Receivable Invoice;INV-3856;مقهى اناقة البن لتقديم المشروبات;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);(8,640.00);32.10;48.00;(5,778.00);(180.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
12 يونيو 2025;Payable Credit Note;7216;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k) قهوة سعودية;(240.75);32.10;32.10;(240.75);(7.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 يونيو 2025;Payable Credit Note;7216;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(770.40);32.10;32.10;(770.40);(24.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
18 يونيو 2025;Payable Credit Note;7217;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(9,790.50);32.10;32.10;(9,790.50);(305.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
26 يونيو 2025;Adjustment;Quantity Decrease;;جرد 25/6;(385.20);32.10;0.00;(385.20);(12.0000);0.00;;635 - مخزون البن الاخضر
29 يونيو 2025;Receivable Invoice;INV-3962;مقهى اناقة البن لتقديم المشروبات;"Natural Sidomo Gr.l BULE HORA Eth24 (bags60k)

(5خياش)";(14,400.00);32.10;48.00;(9,630.00);(300.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
07 يوليو 2025;Receivable Invoice;INV-4019;مقهى اناقة البن لتقديم المشروبات;"Natural Sidomo Gr.l BULE HORA Eth24 (bags60k)

(5خياش)";(14,400.00);32.10;48.00;(9,630.00);(300.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
13 يوليو 2025;Receivable Invoice;INV-4051;مقهى اناقة البن لتقديم المشروبات;"Natural Sidomo Gr.l BULE HORA Eth24 (bags60k)

(6خياش)";(17,280.00);32.10;48.00;(11,556.00);(360.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
03 أغسطس 2025;Receivable Invoice;INV-4166;مؤسسة المحصول الانيق للتجارة;Natural Sidomo Gr.l BULE HORA Eth24 (bags60k) عدد6اخياش;(17,280.00);32.10;48.00;(11,556.00);(360.0000);15.90;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
05 أغسطس 2025;Payable Credit Note;7219;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(9,244.80);32.10;32.10;(9,244.80);(288.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
18 أغسطس 2025;Payable Credit Note;7221;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(7,383.00);32.10;32.10;(7,383.00);(230.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
04 سبتمبر 2025;Payable Credit Note;7222;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(770.40);32.10;32.10;(770.40);(24.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
14 سبتمبر 2025;Payable Credit Note;7223;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(240.75);32.10;32.10;(240.75);(7.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
14 سبتمبر 2025;Payable Credit Note;7223;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(1,155.60);32.10;32.10;(1,155.60);(36.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
16 سبتمبر 2025;Payable Credit Note;7224;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(8,602.80);32.10;32.10;(8,602.80);(268.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 سبتمبر 2025;Adjustment;Bulk Adjustment;;جرد 30/9 للبن الاخضر;690.15;32.10;0.00;690.15;21.5000;0.00;;635 - مخزون البن الاخضر
16 أكتوبر 2025;Payable Credit Note;7226;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k);(8,667.00);32.10;32.10;(8,667.00);(270.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
16 أكتوبر 2025;Payable Credit Note;7226;امر تحميص مستودع البن الاخضر;Natural Sidomo Gr.l BULE HORA (1kg)Eth24 (bags60k) قهوة سعودية;(240.75);32.10;32.10;(240.75);(7.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
31 ديسمبر 2025;Adjustment;Quantity Increase;;جرد 31/12;99.51;32.10;0.00;99.51;3.1000;0.00;;635 - مخزون البن الاخضر
Total GB0147-  سيدامو بلو هورا اخضر - Natural Sidomo Gr.l BULE HORA Eth24 (bags60k);;;;;(242,134.47);;;(180,864.24);(5,634.4000);316.40;;
Closing Balance;;;;;0.00;0.00;0.00;308.16;9.6000;0.00;;
;;;;;;;;;;;;
GB0148- اوراقا اخضر - Natural Guji Gr.l Uraga Eth24 (bags60k);;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;267,540.00;7,644.0000;0.00;;
15 يناير 2025;Payable Credit Note;7200;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(2,555.00);35.00;35.00;(2,555.00);(73.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
28 يناير 2025;Payable Credit Note;7202;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(1,260.00);35.00;35.00;(1,260.00);(36.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 فبراير 2025;Payable Credit Note;7203;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(2,555.00);35.00;35.00;(2,555.00);(73.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
17 فبراير 2025;Receivable Invoice;INV-3214;مؤسسة صالح عبدالله صالح الصغير;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
01 مارس 2025;Receivable Invoice;INV-3283;مؤسسة محمد سليمان لتقديم الوجبات;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
01 مارس 2025;Receivable Invoice;INV-3267;مقهى مذاق لذيذ لتقديم المشروبات;Natural Guji Gr.l Uraga Eth24 (bags60k);(9,540.00);35.00;53.00;(6,300.00);(180.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
08 مارس 2025;Receivable Invoice;INV-3324;نادر الحربى;Natural Guji Gr.l Uraga Eth24 (bags60k);(6,000.00);35.00;50.00;(4,200.00);(120.0000);15.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
13 مارس 2025;Payable Credit Note;7206;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(4,690.00);35.00;35.00;(4,690.00);(134.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
17 أبريل 2025;Payable Credit Note;7210;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(4,270.00);35.00;35.00;(4,270.00);(122.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
19 أبريل 2025;Receivable Invoice;INV-3564;مؤسسة صالح عبدالله صالح الصغير;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
19 أبريل 2025;Receivable Invoice;INV-3562;نادر الحربى;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,000.00);35.00;50.00;(2,100.00);(60.0000);15.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
24 أبريل 2025;Receivable Invoice;INV-3589;مقهى لدن اربعين لتقديم المشروبات;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
18 مايو 2025;Receivable Invoice;INV-3722;مقهى لدن اربعين لتقديم المشروبات;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
19 مايو 2025;Payable Credit Note;7214;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(6,405.00);35.00;35.00;(6,405.00);(183.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
26 مايو 2025;Receivable Invoice;INV-3778;نادر الحربى;"Natural Guji Gr.l Uraga Eth24 (bags60k)
2خيشه";(6,360.00);35.00;53.00;(4,200.00);(120.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
01 يونيو 2025;Receivable Invoice;INV-3811;مؤسسة محمد سليمان لتقديم الوجبات;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
02 يونيو 2025;Receivable Invoice;INV-3823;مقهى لدن اربعين لتقديم المشروبات;Natural Guji Gr.l Uraga Eth24 (bags60k);(3,180.00);35.00;53.00;(2,100.00);(60.0000);18.00;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
12 يونيو 2025;Payable Credit Note;7216;امر تحميص مستودع البن الاخضر;Natural Guji Gr.l Uraga(1Kg) Eth24 (bags60k);(4,270.00);35.00;35.00;(4,270.00);(122.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
